Statute,Code,Desc,Count
15-335/14B(b)(5),Nonviolent,POSS/FRAUD ID CARD/DEFRAUD,4
815-175/15-10,Nonviolent,LOAN BROKER W/O REGISTRAT,4
720-5/24-1(A)(10)(M),Nonviolent,UNLAWFUL USE WEAPONS,4
625-5/11-501(A)(1)(D)(1)(G),Nonviolent,DUI,4
720-5/11-9.4(A),Nonviolent,SEX OFFENDER AT PUBLIC PA,4
720-5/24-1.2(A)(4),Nonviolent,AGG DISCH FIR/VEH/PC OFF/,4
720-5/16-1(A)1)1),Nonviolent,ATTEMPT( THEFT/UNAUTHD CONTROL,4
720-5/11-20.1(a)(4),Nonviolent,CHILD PORN/SOL/CHILD/APPEAR,4
720-250/14,Nonviolent,SIGN CARD OF ANOTHER,4
625-5(8-4)4-103(A)(1),Nonviolent,ATTEMPT PSMV,4
720-5/12-11,Nonviolent,ATTEMPT HOME INVASION,4
625-5/11-501(C)(1)(4),Nonviolent,AGG DUI - MULTIPLE,4
415-5/44(J)(1)(K),Nonviolent,VIOLATE FEDERAL REGULATIO,4
720-5/17-6(A),Nonviolent,STATE BENEFIT FRAUD>$300,4
625-5/8-4(4)(105.5),Nonviolent,ATT PSMV,4
15-335/14B(B)(720)(5/8)(4),Nonviolent,ATTEMPT POSS. OF A FRAUD ID,4
720-5/19-1(A/5)(8)(4),Nonviolent,(ATT) BURGLARY,4
720-5/4-103()(A)(1),Nonviolent,ATT PSMV,4
720-5/24-3.5(B),Nonviolent,ATTEMPT PURCH 1 FIREARM/INTENT,4
720-5/19,Nonviolent,BURGLARY,4
720-5/16A-3(A)2),Nonviolent,MIS.RETAIL THEFT,4
720-5/16G-20(A)(1),Nonviolent,AGG ID THEFT/AGE 60+>$300,4
625-5/11-204,Nonviolent,FLEEING POLICE,4
765-1040(8-4)/2,Nonviolent,ATT COUNTERFEIT TRADE MARK,4
625-5/4-103(a)(5),Nonviolent,UNLAWFUL USE VEHICLE ID,4
15-335/14A(b)(3),Nonviolent,UNLAWFUL USE ID CARD/THEFT,4
225-410/4-20(4),Nonviolent,MAKING FALSE OATH/1ST,4
720-5/16-16.1(A)(1),Nonviolent,AGG POSS 2-5 STOLEN FIREARMS,4
35-130/24(A),Nonviolent,PERSON POSSESS CIG W/O ST,4
720-5/31A-1.1(A2),Nonviolent,CONSPIRACY CAUSE/BRING CONTRAB,4
720-5/12-7.4(A)(3),Nonviolent,AGG STALKING/VIO REST ORD,4
15-335/14(A)(1),Nonviolent,DISP/POSS CANC/RVK/ID CARD/2D,4
760-55/17,Nonviolent,TRUSTEE MISUSE FUND/>$1000<5YR,4
5/16/20,Nonviolent,THEFT,4
720-5/26-1(a)(5),Nonviolent,WINDOW PEEPING 3RD+,4
720-5/17-3(A)(5),Nonviolent,FORGERY/SIG DEVICE OF ANO,4
720-5/16-3(B),Nonviolent,THEFT OF LEASED PROPERTY/,4
720-5/24-1.5(B),Nonviolent,RECK DISCH FIREARM/PASSEN,4
720-5/20-2(a),Nonviolent,POSS EXPLOSIVE/INCENDIARY DVC,4
625-5/11-501(A)(1)(C)(1)(4),Nonviolent,DUI/5TH+,4
720-5/16G-15(A)(5),Nonviolent,POSS DOC MAKING IMPLEMENT,4
415-5/44(d)(1)(A),Nonviolent,WASTE PERMIT NOT IN POSSESSION,4
720-5/16-1(a)(5)(C),Nonviolent,THEFT LAW PROB DPRV <300 PRIOR,4
720-5/16D-5(a)(2),Nonviolent,COMPUTER FRAUD/ALTER DATA,4
625-5/6-303(D)(5),Nonviolent,DRIVING ON REVOKED/SUSPENDED,4
720-5/11-9.3(B),Nonviolent,CHILD SEX OFFENDER/LOITER,4
625-5/12-612(A),Nonviolent,VEH/FLS OR SECRET COMPARTMENT,4
430-65/3(A),Nonviolent,ILLEGAL TRANSFER FIREARMS,4
720-250/(8-4)5,Nonviolent,ATTEMP POSSESS CREDIT CARD ANO,4
720-5/11-9.2(a),Nonviolent,CHILD SEX OFFENDER/SCHOOL ZONE,4
720-5/16-1(A)(4)(B),Nonviolent,THEFT STOLEN KNOW DPRV 30,4
15-335/14A(B)(5),Nonviolent,POSS/FIC/ALT ID CARD/DEFR,4
720-5/26-5(B),Nonviolent,PROMOTE DOG FIGHTING,4
720-5/17-4,Nonviolent,DECEPTIVE ALTERING/SALE--COINS,4
720-5/11-9.1(A)(2),Nonviolent,EXPLOITATION/EXPOSE ORGAN,4
720-5/33-3(a),Nonviolent,OFFL MISCONDUCT/FAIL PERFORM,4
720-5/17-1(B)(b),Nonviolent,DECEPTION/FIN INSTITUTION EMP,4
720-5/18-1(8)(4),Nonviolent,ATT ROBBERY,4
720-5/21-1(1)(B),Nonviolent,RECKLESS DAMAGE TO PROP/<,4
720-5/16-1(A)(2)(B),Nonviolent,THEFT/DECEP/KNOW/<$300/1S,4
720-5/29B-1(a)(1.5),Nonviolent,MONETARY INSTRUMENT>$10K-$100K,4
720-5/161A1,Nonviolent,THEFT,4
35-505/15(1),Nonviolent,VIO MTR FUEL/LIC/FILE RET,4
720-5/16G-20(A)(1)(B)(2),Nonviolent,AGG ID THEFT/AGE 60+>$300-$10K,4
625-5/6-301(a)(3),Nonviolent,USE ANOTHER'S LICENSE/PERMIT,4
720-5/16A,Nonviolent,THEFT,4
730-5/3-6(4)(a),Nonviolent,FAIL RETURN/FURLOUGH/DOC,4
720-5/33-3(c),Nonviolent,OFFL MISCON/OBTAIN PERS ADVANT,4
720-5/11-9.3(B)(5),Nonviolent,CHILD SEX OFFENDER/RESIDE,4
720-5/17-24(A),Nonviolent,"FRAUD BY WIRE, RADIO, TV",4
625-5/11-501(d)(1)(B),Nonviolent,AGG DUI SCHOOL BUS DRIVER,4
720-5/24-1(a)(6),Nonviolent,POSSESS SILENCER,4
720-5/16-A,Nonviolent,THEFT,4
720-5/24-1.6(A)(1)(3),Nonviolent,AGG UUW/VEH,4
720-5/31-6A,Nonviolent,ATTEMPT ESCAPE,4
38-18-3,Nonviolent,VEHICULAR HIJACKING,4
720-5/11-20.1(a)(7),Nonviolent,CHILD PORNOGRAPHY,4
720-5/16-1.1,Nonviolent,,4
625-5/6-303(D)6),Nonviolent,REVOKED/SUSPENDED 15 OR MORE C,4
720-5/18-2A1,Violent,ATTEMPT ARMED ROBBERY,4
720-5/9-2.1,Violent,VOL MANSLAUGHTER/UNBORN CHILD,4
720-5/12-2(A)(13),Violent,AGG ASSAULT/DISCHARGE FIREARM,4
720-5/12-3.1,Violent,BATTERY/UNBORN CHILD,4
720-5/18-2(1),Violent,ARMED ROBBERY WITH/BLUDGEON,4
720-5/12-14(C),Violent,AGG CRIM SEX ASSAULT/RETA,4
720-5/12-15,Violent,ATT CRIM SEX ABUSE 2ND,4
720-5/12-4(B)(14),Violent,AGG BATTERY/HANDICAP PERS,4
625-5/11-501(D)1)(F)2),Violent,AGG DUI/DEATH OF ANOTHER/CHILD,4
720-8/4(720)(5)(9)(A)(1),Violent,ATTEMPT FIRST DEGREE MURDER,4
625-5/11-501(d)(1)(D),Violent,AGG DUI/RECKLESS HOMICIDE,4
720-5/12-16(C)(1),Violent,AGG CRIM SEX ABUSE,4
720-5/12-16(a)(4),Violent,AGG CRIM SEX AB/VIC HANDICAP,4
720-5/12-5A,Violent,BATTERY,4
720-5/12-2(A)(16),Violent,AGG ASLT/POLICE/SHERIFF EMP,4
720-5/12-2(a)(9),Violent,AGG ASSAULT/PUBLIC PLACE,4
720-5/5(/24)(1.1)(A),Violent,ATT FELON POSS/USE FIREARM,4
720-5/12-4(b)(20),Violent,AGG BATTERY/UTILITY WORKER,4
720-570/402(a)(6),Drug,POSSESS 200 + GR METH/AMPH,3
720-570/401(c)(9),Drug,MFG/DEL 10-30 GR METH/ANLG,3
720-570/402A,Drug,POSS CONT SUB,3
720-570/401(A)(7)(A),Drug,15<100 GRAMS LSD/ANALOG,3
720-646/55(b)(1)(B),Drug,AGG DEL METH/USE PER<18/<5 GR,3
720-570/8-4,Drug,ATTEMPT POSS CONT SUB,3
720-550/5E,Drug,POSS OF CANNABIS W/INT TO DEL,3
720-550/9(b),Drug,CRIM CONSPIRACY/CANNABIS/SUBQ,3
720-570/405.1(A)(1)/401)(D)/407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACY,3
720-570/405.(A),Drug,CRIMINAL DRUG CONSPIRACY,3
720-570/(8-4)402(C),Drug,ATT POSS CON SUB EXCEPT(A)/(D),3
720-570/401(C)1),Drug,PS CT SB INT DL >10<15,3
720-550/4.,Drug,POSS.CANN.,3
720-570/401(C)(10),Drug,MFG/DEL 10-30 GR PCP/ANAL,3
720-646/60(B)(1),Drug,POSS. OF METHAMPHETAMINE,3
720-600/3(A),Drug,DRUG PARAPHERNALIA SALE,3
720-635/1,Drug,POSS HYPO/SYRINGE/NEEDLES,3
720-550/5-C,Drug,POSS.CANNABIS W/INTENT,3
720-570/407(B)(2)/401)(C),Drug,CRIMINAL DRUG CONSPIRACY,3
720-570/401(a)(3)(A),Drug,MFG/DEL 15<100 GR MORPH/ANLG,3
720-5/31A-1.1(2)(g),Drug,CONTROLLED SUB INTO PENAL INST,3
720-570/401(A)(11),Drug,MFG/DEL 200+ SCHED I&II/A,3
720-570/405.1(A)/401)(C)1),Drug,CRIM DRUG CONS,3
720-570/401(a)(7.5)(C)(i),Drug,MFG 400>900 GR ECSTASY/ANALOG,3
720-570/402(a)(5),Drug,POSSESS 200 OR + GR BARBITURIC,3
720-550/5(e)(3),Drug,MAN/DEL CANNABIS 500-2000 GRMS,3
720-570/401(A)(9),Drug,MAN/DEL SB 30G METHQUA,3
720-570/405.1(A)/570/401)(D),Drug,CRIMINAL DRUG CONSPIRACY,3
720-570/405.1(\401)(D),Drug,CRIMINAL DRUG CONSPIRACY,3
720-646/55(b)(1)(A),Drug,AGG DEL METH/PER<18/<5 GRAMS,3
720-646/15(B)(1)(A),Drug,AGG METH MANUF/APT<15GRAMS,3
720/570-402(A)(2)(A),Drug,PCS,3
720-570/405.1(A)407)(B)(2),Drug,CRIMINAL DRUG CONSPIRACY,3
720-5/24.16(A)(1),Nonviolent,ATTEMPT UUW,3
720-5/250,Nonviolent,ATT UNLAWFUL USE CREDIT CARD,3
720-5/250-8,Nonviolent,ATT UNLAWFUL USE CREDIT CARD,3
720-135/1-1(4),Nonviolent,HARASSMENT BY TELEPHON,3
720-5/14-2(a)(1),Nonviolent,EAVESDROPPING OFFICIAL DUTIES,3
625-5/4-102(A)(3),Nonviolent,FAIL REPT UNCLAIMED VEH/2,3
720-5/21-1(A)(M),Nonviolent,CRIM DAMAGE TO PROP,3
625-5/6-302(A)(1),Nonviolent,PRESENT FALSE INFO/DL,3
720-5/24-1(A)10),Nonviolent,MISD.UUW,3
720-5/17-23(b),Nonviolent,MAIL FRAUD,3
720/5/8-4(A)(24-1.1(A)),Nonviolent,ATT UUW BY FELON,3
720-5/16-15,Nonviolent,IDENTITY THEFT,3
720-5/32-10(1),Nonviolent,VIOL BAIL BOND,3
250/5111-501(A)(1),Nonviolent,AGG DUI,3
720-5/17-3(a)(5),Nonviolent,FORGERY/SIG DEVICE OF ANOTHER,3
720-5/18-1(A)/8)(4),Nonviolent,ATTEMPT ROBBERY,3
720-5/33-3(D),Nonviolent,OFFL MISCON/SOLICIT/ACCEPT FEE,3
15-335/14B(B)(9),Nonviolent,DUP/MFG/FRAUD ILL ID CARD,3
625-5/11-501(C)(13),Nonviolent,AGG DUI 4TH OR SUBSEQUENT VIOL,3
815-515/3(A)(2),Nonviolent,DECEPTION/INDUCE CONTRACT,3
720-5/16-1(B)(3),Nonviolent,THEFT,3
720-5/11-20(a)(1),Nonviolent,OBSCENITY/SELL/DELIVER/1ST,3
205-685/7(a)(3),Nonviolent,STRUCTURE TRANSACTION,3
625-5/4-103(A)(1)(8)(4),Nonviolent,ATTEMPT P.S.M.V.,3
625-5/4-105(a)(3),Nonviolent,ALT/CF REL SEC MFG/TTL/2ND+,3
720-5/24-1(A)(11)(M),Nonviolent,UNLAWFUL USE WEAPONS,3
625-5/4-103(A)(1)/8)(4),Nonviolent,ATT RECEIVE/POSS/SELL STOLEN M,3
720-5/21-1(1)(h),Nonviolent,DEFACE PROPERTY W/PAINT<$300,3
720-5/24-1(C)(2),Nonviolent,CARRY FIREARM/PUB STREET/,3
625-5/4-105(a)(2),Nonviolent,"FORGE CERTIFICATE, ETC",3
720-5/625-5(4)(103)(A),Nonviolent,ATT(PSMV),3
205-685/7(A)(3),Nonviolent,STRUCTURE TRANSACTION,3
720-5/24-1(A)4),Nonviolent,UNLAW USE OF WEAPON,3
720-5/16-1(A)(1)(C),Nonviolent,THEFT/$10K-100K/SCHOOL/WO,3
815-515/5(d),Nonviolent,AGG DMG PROP/INTENT/CONTRACT,3
625-5/4-103(A)(4),Nonviolent,KNEW VEHICLE ID REMOVE/FA,3
720-5/8-4-720-5/19-1(A),Nonviolent,ATTEMPT BURGLARY,3
720-5/16-1(A)(5),Nonviolent,THEFT/STOL/LAW ENF/>$300,3
15-335/14B(B)(6),Nonviolent,POSS/FRAUD ID CARD/ID,3
720-5/16-1(D)(3),Nonviolent,THEFT,3
625-5/11-501(D/3),Nonviolent,AGGRAVATED DUI,3
720-5/19-5,Nonviolent,CRIM FORTIFICATION/RESID/BLDG,3
720-5/24-1(C)(1.5),Nonviolent,CR/POSES FIRARM SCH/P HOU,3
720-5/8-1(38)(17)(3),Nonviolent,SOL (FORGERY),3
720-5/16(A)(3),Nonviolent,THEFT,3
720-5/31-1A7,Nonviolent,ATTEMPT RESIST PEACE OFFICER,3
720-5/24-1.1(A))3),Nonviolent,ATT. UNLAW UUW,3
720-5/24-1(C)(1),Nonviolent,POSS SILENCER/SCH/PUB HS/,3
720-5/ 18-1 (8-4),Nonviolent,ATT ROBBERY,3
720-5/32-10(4),Nonviolent,VIOL BAIL BOND,3
720-5/33-3(A),Nonviolent,OFFL MISCONDUCT/FAIL PERF,3
720-5/32-8,Nonviolent,TAMPER WITH PUBLIC RECORDS,3
720-5/16A-3(H),Nonviolent,THEFT/LES RETURN PROP<$15,3
720-5/24-3(d),Nonviolent,UNLAWFUL SALE FIREARMS/FELON,3
625=5/4-103(A)(1),Nonviolent,ATTEMPT POSS/MOTOR VEHICLE,3
720-5/11-15(a)(1),Nonviolent,SOLICITING FOR PROSTITUTE,3
625-5 8-4/4-103(A)(1),Nonviolent,ATTEMPT PSMV,3
CHILD PORN,Nonviolent,"CHILD PORNOGRAPHY=38-11-20A-B,",3
720-5/26-1(A)(5),Nonviolent,WINDOW PEEPING 3RD+,3
720-5/24-1.6(A)(1)/)(3)(A),Nonviolent,ATTEMPT AGG. U.U.W.,3
720-5/10-1(a)(3),Nonviolent,KIDNAPING/DECEIT OR ENTICE,3
720-5/16-8(A),Nonviolent,ATT. UNLAWFUL USE OF UNIDENT S,3
15-335/14B(B)(7),Nonviolent,POSS W/O AUTH/ID IMPLEMEN,3
720-5/24-1(A)(8),Nonviolent,CARRY/POSSESS FIREARM IN,3
625-5/4-105.1,Nonviolent,DELETE/FALSIFY TITLE DOCUMENT,3
720-5/24-1.5,Nonviolent,RECKLESS DISCHARGE OF FIRARM,3
625-5/(8-4)4-103(A)(1),Nonviolent,ATTEMPT PSMV,3
720-5/16-1(a)(5)(B),Nonviolent,THEFT LAW AGCY KNOW DPRV <$300,3
THEFT,Nonviolent,THEFT =720-5\16-1(A)(1-5),3
720-5/21-2(A),Nonviolent,"CRIM,TRES.TO VEHICLE",3
720-5/16-1(A)(3)(B),Nonviolent,THEFT/THREAT/KNOW/>$300/1,3
720-5/29B-1(A),Nonviolent,LAUNDERING CRIM PROP >100,3
720-5/12-5(A),Nonviolent,RECKLESS CONDUCT,3
720-5/16A(3)(A)\16A)(10)(2),Nonviolent,THEFT,3
625-5/6-301.1(B)(5),Nonviolent,POSS/FIC/ALT/DL/DEFRAUD,3
720-5/17-1,Nonviolent,ATTEMPT DECEPTIVE PRACTICE,3
225-210/5010,Nonviolent,POSSESS EXPLOSIVE MAT W/O LIC,3
625-5/11-501.1,Nonviolent,AGGREVATED DUI,3
720-5/24-1(A)(7)(III),Nonviolent,BOMB/BOMBSHELL/GRENADE,3
720-5/29A-1,Nonviolent,OFFER COMMERCIAL BRIBE/<$500K,3
720-5/33A-2(/II),Nonviolent,ARM VIOL (CAT II WPN),3
720-135/1-2,Nonviolent,HARASS ELECTRONIC COMMU/PRIOR,3
56.5-1403-A,Nonviolent,CNTRFT SUB-MAN/DEL,3
720-5/24-3.1(a)(3),Nonviolent,UNLWFL POSS FIREARM/FELON,3
720-5/12-6(a)(5),Nonviolent,INTIMIDATION/CONTEMPT/RIDICULE,3
720-5/31-4(b),Nonviolent,OBSTRCT JUSTICE/INDUCE WITNESS,3
205-690/36,Nonviolent,MAKE FALSE STMT ON REGIS FORM,3
720-5/16G-15A2,Nonviolent,ATTEMPT IDENTITY THEFT,3
15-335/14A(B)(7),Nonviolent,ISS FICTITIOUS ID CARD,3
720-5/750-5(/19)(1A),Nonviolent,ATTEMPT BURGLARY,3
625-5/11-501(A)(1)\)(D)(1)(G),Nonviolent,AGG DUI/NO VALID DL,3
305-5/8A-4,Nonviolent,UNAUTHD USE FOOD STAMP $10000+,3
225-45/8,Nonviolent,VIOLATE FUNERAL FUNDS ACT,3
720-5/26-1(a)(10),Nonviolent,FALSE REPORT/ABUSE,3
720-5/16A-3(A)(2),Nonviolent,RETAIL THEFT/DISPLAY MERCH)150,3
720-5/250(/5),Nonviolent,ATT POSS CRDT CARD OF ANOTHER,3
720-5/11-20.1(A)(1),Nonviolent,CHILD PORN/FILM/TAPE/PHOT,3
720-5/24-1.2(a)(4),Nonviolent,AGG DISCH FIR/VEH/PC OFF/FRMAN,3
720-5/32-2,Nonviolent,PERJURY,3
720-8-4,Nonviolent,ATT UNLAWFUL USE OF WEAPON FEL,3
720(8-4)/19-1(A),Nonviolent,ATT BURGLARY,3
720-5/4-103A1,Nonviolent,ATT PSMV,3
720-5/10-5(b)(3),Nonviolent,CHILD ABDUCTN/FATHER CONCEALS,3
625-5/4-103(a)(2),Nonviolent,REMOVE/ALTER/MANUFACTURER ID,3
625-6/303(A),Nonviolent,DRIVING ON SUSPENDED LISCENSE,3
10-5/29-6,Nonviolent,MUTILATION/ELECTION MATER,3
720-5/16-1(A)(2)A+B4),Nonviolent,"THEFT/DEC>$300<$10,000",3
720-5/12-7.5(a)(2),Nonviolent,CYBERSTALK/CAUSE APPREHENSION,3
720-5/21-4(1)(B),Nonviolent,CRIM DMG/GOVT PROP/EXPL>$,3
625-5/11-407(b),Nonviolent,PASS FAIL GIVE NOTICE OF ACC,3
625-5/3-707,Nonviolent,YD 648 166,3
625-5/11-501(A)2),Nonviolent,YM-374-925,3
720/8-4(720-5/9-1(A)(1),Violent,ATT MURDER/INTENT TO KILL/INJ,3
625-5/11-501(A)(1)/)(D)(1)(F),Violent,AGG DUI/ACCIDENT/DEATH,3
720-(8-4)-5/9-1(A)(1),Violent,ATTEMPT 1ST DEGREE MURDER,3
720-5/11-6.5(a)(1)(i),Violent,IND SOL ADULT/<13/PENETRATION,3
720-5/12-19(a),Violent,CARE FACILITY RESIDENT ABUSE,3
720-5/12-16(C)(1)(II),Violent,AGG CRIM SEX ABUSE/VIC 13,3
625-5/11-501(d)(3),Violent,AGG DUI/GREAT BODILY HARM,3
720/5 8-2(720-5/9-1(A)(1),Violent,CONSPIRACY TO COMMIT MURDER,3
38   11-1,Violent,RAPE,3
720-5/9-1(A)(5),Violent,1ST DEGREE MURDER,3
720-5/20-1.1(A)(1)/8)(4),Violent,ATTEMPT AGGRAVATED ARSON,3
720-5/11-20.1(a)(1)(i),Violent,CHILD PORN/INTERCOURSE,3
RECK HOM,Violent,RECKLESS HOMICIDE=720-5\9-3,3
720-570/401(c)(7),Violent,MANU/DEL 3-15 GR LSD/ANALOG,3
720-5/16-1(A)(3),Violent,THEFT/THREAT/PRIOR CONVIC,3
720 12-3.3,Violent,AGG DOMESTIC BATTERY,3
720-5/11-6.5(A)(1)(I),Violent,IND SOL ADULT/<13/PENETRATION,3
720-5/12-6.2(A)(1),Violent,AGG INTIMIDATION BY GANG,3
720-5/10-2(A)3)1),Violent,ATT AGG KIDNAPPING\INFLICT HAR,3
720-5/12-21(A)(1),Violent,CRIM AB/NEGL LIFE ENDANGE,3
720-5/10-1(A)2),Violent,ATTEMPT(KIDNAPING/FORCE OR THR,3
720-5/20-1.1(a)(2),Violent,AGGRAVATED ARSON/BODILY HARM,3
720-5-8-2(720-5/9-1(1)(A)(D),Violent,CONSPIRACY FIRST DEGREE MURDER,3
720-5/12-14(A)4),Violent,ATTEMPT AGG CRIM SEX ASSAULT/F,3
720-5/33A-2(c),Violent,ARMED VIOLENCE/DISCH WEAPON,3
720-5/18-4(A)1),Violent,ATTEMPT AGG VEHICULAR HIJACKIN,3
720-5/12-9(A),Violent,ATTEMPT THREATHENING PUBLIC OF,3
625-5/11-501(D)(2),Violent,AGG DUI - SCHOOL BUS DRIV,3
720-5/11-9.1(A)(1),Violent,SEX EXPLOIT CHILD<13/SEX,3
720-5/12-6.2(a),Violent,AGGRAVATED INTIMIDATION,3
720-5/12-11(A)(5),Violent,INVASION/DISCH FIREARM/HA,3
720-5/18-5(A)(1),Violent,AGGRAVATED ROBBERY,3
720-5/18-4A3,Violent,ATT AGG VEH HIJACKING,3
720(5/8-4)18-2(A),Violent,ATTEMPT ARMED ROBBERY,3
720-5/12-16(C)(2)(II),Violent,AGG CRIM SEX AB/FORCE/VIC 9-13,3
720-5/12-4.2(a)(2),Violent,AGG BTRY/FIREARM/OFF/FIREMAN,3
720-5/12-14(A)3),Violent,ATTEMPT AGG CRIM SEX ASSAULT/T,3
720-5/10-2(a)(8),Violent,AGG KIDNAPING DISCH FIR/HARM,3
720-5/15(A)(2),Violent,CRIMINAL SEXUAL ABUSE,3
720-5/12-14(c),Violent,AGG CRIM SEX ASSAULT/RETARDED,3
625-5/11-501(D)(1)C),Violent,DUI/GREAT BODILY HARM,3
720-5/12-16(C)(2)(I),Violent,AGG CRIM SEX ABUSE/VICTIM <9,3
720/570-18-5(A),Violent,AGGRAVATED ROBBERY,3
720-5/12-3(A)(1)(720)(5/12)(4)(B)18),Violent,MISDEMEANOR BTRY,3
720-5/11-6(A)2),Violent,INDECENT SOL\CRIM SEX ASS,3
625-5/11-501(d)(2),Violent,AGG DUI - SCHOOL BUS DRIVER,3
720ILCS 5/8-4(A),Violent,ATTEMPT AGG CRIMINAL SEXUAL AS,3
720-5/12-14.1(a)(1.1),Violent,PRED CRIM SEX ASSAULT/FIREARM,3
720-5/12-16(c)(2)(ii),Violent,AGG CRIM SEX AB/FORCE/VIC 9-16,3
720-5/12-4.3(A)2),Violent,AGGRAVATED BATTERY OF A C,3
720-5/12-13A3,Violent,ATT (CRIM SEX ASSAULT),3
720-5/10-2(A)1),Violent,CONSPIRACY TO COMMIT (AGGRAVAT,3
720-570/406(A)(1),Drug,DISTRIB CONTROL SUBSTANCE,2
720-570/405.1(A)/404)(B),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/401(A)(6.5)(A),Drug,15<100 GRAMS METH/ANALOG,2
720-570/405.1(A)/401)(A)(1)(A),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/401(C)(6.5),Drug,5<15 GRAMS METH/ANALOG,2
720-570/406(a)(2),Drug,MFG UNAUTHD SUBSTANCE/1ST,2
720-570/5(/8)(4/402)(C),Drug,ATTEMPT  POSS CONTROLLED SUBST,2
720-5/31A-1.1(e),Drug,BRING/POSS/CANNABIS/PENAL INST,2
720-570/402(a)(7)(D)(ii),Drug,POSS 1500 + OBJECTS/PARTS LSD,2
720-5/31A-1.1(A),Drug,POSS.CONT.SUBS.PENAL INST.,2
720-570/8-4(720)(570/402)(C)),Drug,ATTEMPT POSS.CONTR.SUBST.,2
720-5/1403(A),Drug,ATT (MAN/DEL CTRFT SUB,2
720-570/4O5.1(A)570)(401/)(A)(1)(B),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/405.1(A),Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/(8-4)402C,Drug,ATT POSESSION CONTROL SUBSTANC,2
720-570(8-4)/401(D)(I),Drug,ATT.DEL.OF CONT.SUBS.,2
720-5-8-4(570/401(C)(1),Drug,ATT. PCS,2
720-5-8-4(720-570/402C,Drug,ATTEMPT PCS,2
720-550/7(a),Drug,DEL CAN UNDER 18/2.5-10 GRAMS,2
720-550/4C,Drug,POSSESSION CANNABIS,2
720-570/401(A)(7.5)(A)(I),Drug,MFG 15>100 GR ECSTASY/ANA,2
720-5/402(C)/720)(5/5)(8)(4),Drug,ATTEMPT PCS,2
720-5/570(401)(D),Drug,ATTEMPT POSS CONTROL SUBSTANCE,2
720-570/404(D),Drug,DCS ANY OTHER AMT I/II,2
720-570/402-A(6.5)(C),Drug,POSS 400<900 GRS METH/ANALOG,2
720-570/401(B),Drug,MAN/DEL CONT SUB,2
720-646/55(A)(2)(C),Drug,POSS. W/INTENT TO DELIVER METH,2
720-570/405.1(/)(401),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/1403(3),Drug,ATT (MAN/DEL CTRFT SUB,2
720-570/401C2,Drug,MFG/DEL LESS THAN 5 GR COCAINE,2
720-646/55(A)(1)(2)(A),Drug,DLY.CONT.SUB.,2
720-570/402(a)(7)(D)(i),Drug,POSSESS 900 + GRAMS LSD/ANALOG,2
720-570/401(A)(7.5)(C)(II),Drug,MFG 600>1500 PILL ECSTASY,2
720-5/8-1(56.5)(705),Drug,SOL (MAN/DEL CANNABIS),2
720/8-4(720-570/402(C)),Drug,ATTEMPT PCS,2
720-570/401(A)(2),Drug,MAN/DEL CT SUB 30G COC,2
720-5/570(/401)(D),Drug,ATT DEL OF CONT SUB,2
720-570/405(1)(C)1),Drug,CRIM DRUG CONSPIRACY,2
720-570/402(A)(7.5)(D)(II),Drug,PCS MDMA 1500+ PILLS ECSTASY,2
720-570/405-1.A.7.5(A),Drug,CRIMINAL DRUG CONSPIRACY,2
720-646/60A,Drug,ATTEMPT POSS CONTROL SUBSTANCE,2
720-646/60(B)(3),Drug,PCS W/,2
720/570-405.1,Drug,CRIMINAL DRUG CONSPIRACY,2
720-570/402(a)(7)(A)(ii),Drug,POSSESS 15<200 OBJECT/PART LSD,2
720-8-4 / 720-570/402C,Drug,ATTEMPT POSS AMT CON SUB,2
720-570/405.1(A)/401),Drug,CRIMINAL DRUG CONSPIRACY,2
720/550-8-4,Drug,ATT POSS OF CANNABIS,2
720-5/8(720)(570/402)(C),Drug,ATTEMPT PCS,2
720-646/(A)(3)(A),Drug,POSS.METH,2
720-570-5/8-4(A)/402(C),Drug,ATTEMPT POSS AMT CONTR SUBSTAN,2
720-8-4-720/570/402(C),Drug,ATT POSS AMT CON SUB EXCEPT(A),2
720-570/405.1(/407)(B)(2)/401)(D),Drug,CRIMINAL DRUG CONSIPACY,2
720-570/402(a)(7.5)(D)(i),Drug,POSS 900+ GRAMS ECSTASY/ANALOG,2
720-570/405.1(/407B),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/570-402(C),Drug,ATTEMPT PCS,2
720-570/405.1(A)/401)(A2B),Drug,CRIMINAL DRUG CONSPIRACY,2
720-5/24.5-10,Drug,MANU/DELIVERY NITROUS OXIDE,2
720-5/570-402C,Drug,ATT POSS CONT SUB,2
720/8-4(720-570/402(C),Drug,ATTEMPT PCS,2
720-570/407(/405)(I),Drug,CRIMINAL DRUG CONSPIRACY,2
720-550/4,Drug,POSS CANNABIS 30-500 GRAMS,2
720-550/5,Drug,DEL CANNABIS,2
720-570/402(a)(7.5)(C)(ii),Drug,POSS 600>1500 PILLS ECSTASY,2
720-570/401(C)(7.5)(A),Drug,POSS OF CONT SUBST W/INT DELIV,2
